m_ticker,ticker,comp_name,comp_name_2,exchange,currency_code,per_end_date,per_type,per_code,per_fisc_year,per_fisc_qtr,per_cal_year,per_cal_qtr,data_type_ind,filing_type,qtr_nbr,zacks_sector_code,zacks_x_ind_code,zacks_metrics_ind_code,fye_month,comp_cik,per_len,sic_code,filing_date,last_changed_date,state_incorp_name,bus_address_line_1,bus_city,bus_state_name,bus_post_code,bus_phone_nbr,bus_fax_nbr,mail_address_line_1,mail_city,mail_state_name,mail_post_code,country_name,country_code,home_exchange_name,emp_cnt,emp_pt_cnt,emp_ft_cnt,emp_other_cnt,comm_share_holder,auditor,auditor_opinion,comp_url,email_addr,nbr_shares_out,shares_out_date,officer_name_1,officer_title_1,officer_name_2,officer_title_2,officer_name_3,officer_title_3,officer_name_4,officer_title_4,officer_name_5,officer_title_5,rpt_0_date,tot_revnu,cost_good_sold,gross_profit,tot_deprec_amort,int_exp_oper,int_invst_income_oper,res_dev_exp,in_proc_res_dev_exp_aggr,tot_sell_gen_admin_exp,rental_exp_ind_broker,pension_post_retire_exp,other_oper_income_exp,tot_oper_exp,oper_income,non_oper_int_exp,int_cap,asset_wdown_impair_aggr,restruct_charge,merger_acq_income_aggr,rental_income,spcl_unusual_charge,impair_goodwill,litig_aggr,gain_loss_sale_asset_aggr,gain_loss_sale_invst_aggr,stock_div_subsid,income_loss_equity_invst_other,pre_tax_minority_int,int_invst_income,other_non_oper_income_exp,tot_non_oper_income_exp,pre_tax_income,tot_provsn_income_tax,income_aft_tax,minority_int,equity_earn_subsid,invst_gain_loss_other,other_income,income_cont_oper,income_discont_oper,income_bef_exord_acct_change,exord_income_loss,cumul_eff_acct_change,consol_net_income_loss,non_ctl_int,net_income_parent_comp,pref_stock_div_other_adj,net_income_loss_share_holder,eps_basic_cont_oper,eps_basic_discont_oper,eps_basic_acct_change,eps_basic_extra,eps_basic_consol,eps_basic_parent_comp,basic_net_eps,eps_diluted_cont_oper,eps_diluted_discont_oper,eps_diluted_acct_change,eps_diluted_extra,eps_diluted_consol,eps_diluted_parent_comp,diluted_net_eps,dilution_factor,avg_d_shares,avg_b_shares,norm_pre_tax_income,norm_aft_tax_income,ebitda,ebit,rpt_1_date,cash_sterm_invst,note_loan_rcv,rcv_est_doubt,rcv_tot,invty,prepaid_expense,def_charge_curr,def_tax_asset_curr,asset_discont_oper_curr,other_curr_asset,tot_curr_asset,gross_prop_plant_equip,tot_accum_deprec,net_prop_plant_equip,net_real_estate_misc_prop,cap_software,lterm_invst,adv_dep,lterm_rcv,invty_lterm,goodwill_intang_asset_tot,def_charge_non_curr,def_tax_asset_lterm,asset_discont_oper_lterm,pension_post_retire_asset,other_lterm_asset,tot_lterm_asset,tot_asset,note_pay,acct_pay,div_pay,other_pay,accrued_exp,other_accrued_exp,curr_portion_debt,curr_portion_cap_lease,curr_portion_tax_pay,defer_revnu_curr,defer_tax_liab_curr,liab_discont_oper_curr,other_curr_liab,tot_curr_liab,tot_lterm_debt,defer_revnu_non_curr,pension_post_retire_liab,defer_tax_liab_lterm,mand_redeem_pref_sec_subsid,pref_stock_liab,min_int,liab_disc_oper_lterm,other_non_curr_liab,tot_lterm_liab,tot_liab,tot_pref_stock,comm_stock_net,addtl_paid_in_cap,retain_earn_accum_deficit,equity_equiv,treas_stock,compr_income,def_compsn,other_share_holder_equity,tot_comm_equity,tot_share_holder_equity,tot_liab_share_holder_equity,comm_shares_out,pref_stock_shares_out,tang_stock_holder_equity,rpt_2_date,net_income_loss,tot_deprec_amort_cash_flow,other_non_cash_item,tot_non_cash_item,change_acct_rcv,change_invty,change_acct_pay,change_acct_pay_accrued_liab,change_income_tax,change_asset_liab,tot_change_asset_liab,oper_activity_other,cash_flow_oper_activity,net_change_prop_plant_equip,net_change_intang_asset,net_acq_divst,net_change_sterm_invst,net_change_lterm_invst,net_change_invst_tot,invst_activity_other,cash_flow_invst_activity,net_lterm_debt,net_curr_debt,debt_issue_retire_net_tot,net_comm_equity_issued_repurch,net_pref_equity_issued_repurch,net_tot_equity_issued_repurch,tot_comm_pref_stock_div_paid,fin_activity_other,cash_flow_fin_activity,fgn_exchange_rate_adj,disc_oper_misc_cash_flow_adj,incr_decr_cash,beg_cash,end_cash,stock_based_compsn,comm_stock_div_paid,pref_stock_div_paid,tot_deprec_amort_qd,stock_based_compsn_qd,cash_flow_oper_activity_qd,net_change_prop_plant_equip_qd,comm_stock_div_paid_qd,pref_stock_div_paid_qd,tot_comm_pref_stock_div_qd,wavg_shares_out,wavg_shares_out_diluted,eps_basic_net,eps_diluted_net
DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2013-06-30,Q,,2013,2,2013,2,F,10-Q,201302,6,34,10,12,0000030554,3,2820,2013-07-23,2013-07-23,DE,1007 MARKET ST,WILMINGTON,DE,19898,302-774-1000,302-774-7321,1007 MARKET ST,WILMINGTON,DE,19898,UNITED STATES,X1,,,,,,,,,http://www.dupont.com,,923434000,2013-07-15,,,,,,,,,,,2014-07-22,10003.0,6056.0,3947.0,,,,542.0,,983.0,,,-942.0,8523.0,1480.0,115.0,,,,,,,,,,,,,,,,-115.0,1365.0,335.0,1030.0,,,,,1030.0,4.0,1034.0,,,1034.0,4.0,1030.0,,1030.0,1.11,0.0043,,,1.1206,1.1163,,1.1,0.0043,,,1.1125,1.1081,,1.7228,,,1365.0,1030.0,1884.0,1480.0,2013-07-23,6896.0,,,8985.0,6373.0,196.0,,787.0,,,23237.0,32192.0,19494.0,12698.0,,,1143.0,,,,9503.0,,3864.0,,,904.0,28112.0,51349.0,,3613.0,,,,4166.0,3315.0,,796.0,,,,,11890.0,10765.0,,,896.0,,,,,14443.0,26104.0,37994.0,237.0,303.0,10870.0,17156.0,,6727.0,-8544.0,,,13118.0,13355.0,51349.0,923.258,2.373,3852.0,2014-07-22,4389.0,837.0,-2673.0,-1836.0,,,,,,-5184.0,-5184.0,,-2631.0,-757.0,,4815.0,-99.0,-31.0,-130.0,154.0,4082.0,2369.0,,2369.0,-616.0,,-616.0,-823.0,74.0,1004.0,-149.0,,2306.0,4379.0,6685.0,,-823.0,,404.0,,36.0,-519.0,-418.0,,-418.0,922.684,929.48,1.11,1.11
DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2013-09-30,Q,,2013,3,2013,3,F,10-Q,201303,6,34,10,12,0000030554,3,2820,2013-10-22,2013-10-22,DE,1007 MARKET ST,WILMINGTON,DE,19898,302-774-1000,302-774-7321,1007 MARKET ST,WILMINGTON,DE,19898,UNITED STATES,X1,,,,,,,,,http://www.dupont.com,,926103000,2013-10-15,,,,,,,,,,,2014-10-28,7805.0,5166.0,2639.0,,,,540.0,,774.0,,,-989.0,7469.0,336.0,108.0,,,,,,,,,,,,,,,,-108.0,228.0,-35.0,263.0,,,,,263.0,25.0,288.0,,,288.0,3.0,285.0,,285.0,0.28,0.03,,,0.3111,0.3079,,0.28,0.03,,,0.3087,0.3055,,-5.0985,,,228.0,263.0,715.0,336.0,2013-10-22,7189.0,,,8298.0,7031.0,185.0,,840.0,,,23543.0,32687.0,19779.0,12908.0,,,1054.0,,,,9853.0,,3739.0,,,893.0,28447.0,51990.0,,3876.0,,,,3874.0,4204.0,,442.0,,,,,12396.0,10755.0,,,973.0,,,,,13966.0,25694.0,38090.0,237.0,304.0,11007.0,17020.0,,6727.0,-8000.0,,,13663.0,13900.0,51990.0,926.07,2.373,4047.0,2014-10-28,4677.0,1216.0,-2488.0,-1272.0,,,,,,-5738.0,-5738.0,,-2333.0,-1097.0,,4683.0,-78.0,-43.0,-121.0,113.0,3578.0,3204.0,,3204.0,-503.0,,-503.0,-1242.0,3.0,1462.0,-81.0,,2626.0,4379.0,7005.0,,-1242.0,,379.0,,298.0,-340.0,-419.0,,-419.0,925.645,933.005,0.3,0.3
DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2013-12-31,Q,,2013,4,2013,4,F,10-Q,201304,6,34,10,12,0000030554,3,2820,2014-02-05,2014-02-05,DE,1007 MARKET ST,WILMINGTON,DE,19898,302-774-1000,302-774-7321,1007 MARKET ST,WILMINGTON,DE,19898,UNITED STATES,X1,,64000,,64000,,70000,PricewaterhouseCoopers LLP,Fair,www.dupont.com,,927717000,2014-01-31,E.J. Kullman,"Chairman of the Board, Chief Executive Officer and Director",Nicholas C. Fanandakis,Executive Vice President and Chief Financial Officer,L. Andreotti,Director,R. H. Brown,Director,R. A. Brown,Director,2016-02-04,690.0,227.0,463.0,,,,434.0,,2602.0,,,1992.0,1271.0,-581.0,108.0,,,,,,,,,,,,,,,,-220.0,-801.0,-327.0,-474.0,,,,,-474.0,659.0,185.0,,,185.0,,185.0,7.0,178.0,-0.51,0.7157,,,0.2049,0.2049,,-0.51,0.7157,,,0.2025,0.2025,,-4.6194,,,-801.0,-474.0,-194.0,-581.0,2015-02-05,9086.0,,,6047.0,8042.0,206.0,,775.0,,228.0,24384.0,32431.0,19438.0,12993.0,,,1011.0,,,,9809.0,,2353.0,,,949.0,27115.0,51499.0,,5180.0,,,,6219.0,1721.0,,247.0,,,,,13367.0,10741.0,,,926.0,,,,,10179.0,21846.0,35213.0,237.0,304.0,11072.0,16784.0,,6727.0,-5441.0,,,16049.0,16286.0,51499.0,926.986,2.373,6477.0,2016-02-04,4862.0,1603.0,-2047.0,-444.0,-976.0,-519.0,240.0,-154.0,,,-1409.0,170.0,3179.0,-1740.0,,4708.0,-45.0,-58.0,-103.0,80.0,2945.0,701.0,16.0,717.0,-464.0,,-464.0,-1661.0,-66.0,-1474.0,-88.0,,4562.0,4379.0,8941.0,,-1661.0,,387.0,,5512.0,-643.0,-419.0,,-419.0,925.984,933.147,0.21,0.19
DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2014-03-31,Q,,2014,1,2014,1,F,10-Q,201401,6,34,10,12,0000030554,3,2820,2014-04-22,2014-04-22,DE,1007 MARKET ST,WILMINGTON,DE,19898,302-774-1000,302-774-7321,1007 MARKET ST,WILMINGTON,DE,19898,UNITED STATES,X1,,,,,,,,,www.dupont.com,,918348000,2014-04-15,,,,,,,,,,,2015-04-21,10145.0,6000.0,4145.0,,,,,518.0,1436.0,,,-286.0,8240.0,1905.0,103.0,,,,,,,,,,,,,,,,-103.0,1802.0,357.0,1445.0,,,,,1445.0,,1445.0,,,1445.0,6.0,1439.0,2.0,1437.0,1.5648,,,,1.5648,1.5583,,1.5525,,,,1.5525,1.5461,,-3.6727,,,1802.0,1445.0,2342.0,1905.0,2014-04-22,3849.0,,,8040.0,7610.0,338.0,,795.0,,202.0,20834.0,32629.0,19626.0,13003.0,,,987.0,,,,9673.0,,2394.0,,,909.0,26966.0,47800.0,,3905.0,,,,4814.0,2019.0,,347.0,,,,,11085.0,9298.0,,,943.0,,,,,10032.0,20273.0,31358.0,237.0,301.0,10880.0,17091.0,,6727.0,-5402.0,,,16205.0,16442.0,47800.0,917.697,2.373,6769.0,2015-04-21,1445.0,437.0,-1.0,436.0,,,,,,-4514.0,-4514.0,212.0,-2421.0,-313.0,,,80.0,-22.0,58.0,19.0,-236.0,-1119.0,-8.0,-1127.0,-908.0,,-908.0,-420.0,-14.0,-2469.0,-33.0,,-5159.0,8941.0,3782.0,,-420.0,,437.0,,-2421.0,-313.0,-420.0,,-420.0,923.461,930.732,1.56,1.54
DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2014-06-30,Q,,2014,2,2014,2,F,10-Q,201402,6,34,10,12,0000030554,3,2820,2014-07-22,2014-07-22,DE,1007 MARKET ST,WILMINGTON,DE,19898,302-774-1000,302-774-7321,1007 MARKET ST,WILMINGTON,DE,19898,UNITED STATES,X1,,,,,,,,,www.dupont.com,,915242000,2014-07-15,,,,,,,,,,,2015-07-28,10114.0,5999.0,4115.0,,,,545.0,,1473.0,,,-300.0,8317.0,1797.0,94.0,,,,,,,,,,,,,,,-263.0,-357.0,1440.0,366.0,1074.0,,,,,1074.0,,1074.0,,,1074.0,4.0,1070.0,3.0,1067.0,1.1691,,,,1.1691,1.1647,,1.1603,,,,1.1603,1.156,,-2.575,,,1440.0,1074.0,2240.0,1797.0,2014-07-22,4347.0,,,8896.0,6940.0,252.0,,894.0,,,21329.0,32996.0,19961.0,13035.0,,,982.0,,,,9571.0,,2420.0,,,977.0,26985.0,48314.0,,3542.0,,,,4228.0,2506.0,,763.0,,,,,11039.0,9292.0,,,924.0,,,,,9931.0,20147.0,31186.0,237.0,301.0,11168.0,17572.0,,6762.0,-5453.0,,,16891.0,17128.0,48314.0,915.962,,7557.0,2015-07-28,2519.0,880.0,-361.0,519.0,,,,,,-5539.0,-5539.0,430.0,-2071.0,-771.0,,639.0,-22.0,-23.0,-45.0,-55.0,-232.0,-1652.0,1021.0,-631.0,-847.0,,-847.0,-836.0,-76.0,-2390.0,-74.0,,-4767.0,8941.0,4174.0,,-836.0,,443.0,,350.0,-458.0,-416.0,,-416.0,918.684,925.587,1.16,1.15
DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2014-09-30,Q,,2014,3,2014,3,F,10-Q,201403,6,34,10,12,0000030554,3,2820,2014-10-28,2014-10-28,DE,1007 MARKET ST,WILMINGTON,DE,19898,3027741000,302-774-7321,1007 MARKET ST,WILMINGTON,DE,19898,UNITED STATES,X1,,,,,,,,,www.dupont.com,,905947000,2014-10-22,,,,,,,,,,,2015-10-27,6269.0,3698.0,2571.0,,,,486.0,,1157.0,,,-201.0,5542.0,727.0,93.0,,,,,,,,,,,,,,,,-93.0,634.0,303.0,331.0,,,,,331.0,103.0,434.0,,,434.0,1.0,433.0,,433.0,0.36,0.11,,,0.4765,0.4754,,0.36,0.11,,,0.4729,0.4718,,-1.6523,,,634.0,331.0,1085.0,727.0,2014-10-28,4548.0,,,8347.0,7295.0,239.0,,739.0,,,21168.0,32879.0,19765.0,13114.0,,,998.0,,,,9332.0,,2263.0,,,1036.0,26743.0,47911.0,,3757.0,,,,3963.0,3889.0,,528.0,,,,,12137.0,9279.0,,,877.0,,,,,9636.0,19792.0,31929.0,237.0,298.0,10991.0,16913.0,,6727.0,-5789.0,,,15745.0,15982.0,47911.0,905.824,,6650.0,2015-10-27,2953.0,1238.0,-344.0,894.0,,,,,,-5921.0,-5921.0,272.0,-1802.0,-1282.0,,727.0,-422.0,-37.0,-459.0,294.0,-720.0,-1667.0,2416.0,749.0,-1715.0,,-1715.0,-1268.0,1.0,-2233.0,-204.0,,-4959.0,8941.0,3982.0,,-1268.0,,358.0,,269.0,-511.0,-432.0,,-432.0,910.764,917.761,0.47,0.47
DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2014-12-31,Q,,2014,4,2014,4,F,10-Q,201404,6,34,10,12,0000030554,3,2820,2015-02-05,2015-02-05,DE,1007 MARKET ST,WILMINGTON,DE,19898,3027741000,302-774-7321,1007 MARKET ST,WILMINGTON,DE,19898,UNITED STATES,X1,,63000,,63000,,66000,PricewaterhouseCoopers LLP,Fair,www.dupont.com,,905414000,2015-01-30,E. J. Kullman,"Chairman of the Board, Chief Executive Officer and Director",Nicholas C. Fanandakis,Executive Vice President and Chief Financial Officer,L. Andreotti,Director,R. A. Brown,Director,B. P. Collomb,Director,2017-02-02,1878.0,1326.0,552.0,,,,927.0,,825.0,,,1419.0,1141.0,737.0,87.0,,,,,,,,,,,,,,,-213.0,-300.0,437.0,142.0,295.0,,,,,295.0,388.0,683.0,,,683.0,,683.0,5.0,678.0,0.3262,0.43,,,0.7645,0.7644,,0.3171,0.42,,,0.7584,0.7583,,6.6422,,,437.0,295.0,1116.0,737.0,2016-02-04,7034.0,,,5238.0,6787.0,264.0,,532.0,6227.0,,26082.0,23773.0,13765.0,10008.0,,,762.0,,,,8901.0,,3734.0,,,1003.0,24408.0,50490.0,,3786.0,,,,5596.0,1422.0,,534.0,,,2467.0,,13805.0,9233.0,,,459.0,,,,,13615.0,23307.0,37112.0,237.0,298.0,11174.0,16894.0,,6727.0,-8556.0,,,13141.0,13378.0,50490.0,904.979,2.373,4477.0,2017-02-02,3636.0,1617.0,-457.0,1160.0,-88.0,-318.0,-1064.0,194.0,,,-1276.0,192.0,3712.0,-2020.0,,1092.0,14.0,-42.0,-28.0,619.0,-337.0,-1690.0,-11.0,-1701.0,-1673.0,,-1673.0,-1696.0,-4.0,-5074.0,-332.0,,-2031.0,8941.0,6910.0,,-1696.0,,379.0,,5514.0,-738.0,-428.0,,-428.0,914.752,921.873,0.76,0.76
DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2015-03-31,Q,,2015,1,2015,1,F,10-Q,201501,6,34,10,12,0000030554,3,2820,2015-04-21,2015-04-21,DE,1007 MARKET ST,WILMINGTON,DE,19898,3027741000,302-774-7321,1007 MARKET ST,WILMINGTON,DE,19898,UNITED STATES,X1,,,,,,,,,www.dupont.com,,905237000,2015-04-15,,,,,,,,,,,2016-04-26,7837.0,4516.0,3321.0,,,,479.0,,1220.0,,,51.0,6164.0,1673.0,84.0,,,,,,,,,,,,,,,-38.0,-122.0,1551.0,530.0,1021.0,,,,,1021.0,14.0,1035.0,,,1035.0,4.0,1031.0,2.0,1029.0,1.12,0.01,,,1.1413,1.1369,,1.11,0.01,,,1.1326,1.1282,,3.6155,,,1551.0,1021.0,2119.0,1673.0,2015-04-21,3747.0,,,7651.0,7051.0,366.0,,504.0,,,19319.0,32930.0,20057.0,12873.0,,,929.0,,,,8672.0,,3244.0,,,1138.0,26856.0,46175.0,,3706.0,,,,4751.0,1621.0,,654.0,,,,,10732.0,8763.0,,,489.0,,,,,13329.0,22581.0,33313.0,237.0,298.0,11311.0,17405.0,,6727.0,-9722.0,,,12625.0,12862.0,46175.0,905.183,,4190.0,2016-04-26,1035.0,446.0,23.0,469.0,,,,,,-3626.0,-3626.0,-1.0,-2123.0,-565.0,,25.0,0.0,-45.0,-45.0,445.0,-140.0,-1289.0,980.0,-309.0,-112.0,,-112.0,-429.0,-1.0,-851.0,-174.0,,-3288.0,6910.0,3622.0,,-429.0,,446.0,,-2123.0,-565.0,-429.0,,-429.0,906.835,913.819,1.13,1.13
DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2015-06-30,Q,,2015,2,2015,2,F,10-Q,201502,6,34,10,12,0000030554,3,2820,2015-07-28,2015-07-28,DE,974 Centre Road,WILMINGTON,DE,19805,3027741000,302-774-7321,974 Centre Road,WILMINGTON,DE,19805,UNITED STATES,X1,,,,,,,,,www.dupont.com,,904838000,2015-07-15,,,,,,,,,,,2016-07-26,7121.0,4103.0,3018.0,,,,495.0,,1274.0,,,81.0,5791.0,1330.0,94.0,,,,,,,,,,,,,,,-2.0,-96.0,1234.0,260.0,974.0,,,,,974.0,-29.0,945.0,,,945.0,5.0,940.0,3.0,937.0,1.07,-0.03,,,1.0433,1.0378,,1.06,-0.03,,,1.0365,1.0311,,2.0314,,,1234.0,974.0,1756.0,1330.0,2015-07-28,5302.0,,,8308.0,6514.0,296.0,,625.0,,,21045.0,33317.0,20256.0,13061.0,,,895.0,,,,8741.0,,3223.0,,,1141.0,27061.0,48106.0,,3399.0,,,,4046.0,647.0,,613.0,,,,,8705.0,12088.0,,,472.0,,,,,13188.0,25748.0,34453.0,237.0,298.0,11389.0,17838.0,,6727.0,-9446.0,,,13416.0,13653.0,48106.0,904.834,,4912.0,2016-07-26,1980.0,872.0,68.0,940.0,,,,,,-5024.0,-5024.0,59.0,-2045.0,-938.0,,-29.0,-422.0,-50.0,-472.0,456.0,-983.0,2111.0,-1.0,2110.0,-152.0,,-152.0,-875.0,-81.0,1002.0,-138.0,,-2164.0,6910.0,4746.0,,-875.0,,426.0,,78.0,-373.0,-446.0,,-446.0,905.761,911.681,1.04,1.03
DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2015-09-30,Q,,2015,3,2015,3,F,10-Q,201503,6,34,10,12,0000030554,3,2820,2015-10-27,2015-10-27,DE,974 Centre Road,WILMINGTON,DE,19805,3027741000,302-774-7321,974 Centre Road,WILMINGTON,DE,19805,UNITED STATES,X1,,,,,,,,,www.dupont.com,,876407000,2015-10-15,,,,,,,,,,,2016-10-25,4873.0,3084.0,1789.0,,,,441.0,,1046.0,,,7.0,4564.0,309.0,82.0,,,,,,,,,,,,,,,,-82.0,227.0,96.0,131.0,,,,,131.0,104.0,235.0,,,235.0,0.0,235.0,,235.0,0.14,0.12,,,0.2649,0.2649,,0.14,0.12,,,0.2637,0.2637,,-3.2656,,,227.0,131.0,600.0,309.0,2015-10-27,3730.0,,,6656.0,5888.0,287.0,,485.0,,,17046.0,,,9769.0,,,712.0,,,,8463.0,,3252.0,,,1060.0,23256.0,40302.0,,2830.0,,,,3174.0,1781.0,,569.0,,,,,8354.0,8155.0,,,359.0,,,,,12212.0,20726.0,29080.0,237.0,289.0,10678.0,15441.0,,6727.0,-8911.0,,,10985.0,11222.0,40302.0,876.306,,2759.0,2016-10-25,2215.0,1163.0,137.0,1300.0,,,,,,-5449.0,-5449.0,89.0,-1845.0,-1212.0,,-77.0,-252.0,-59.0,-311.0,555.0,-1045.0,2101.0,1161.0,3262.0,-2145.0,,-2145.0,-1210.0,-337.0,-430.0,-266.0,,-3586.0,6910.0,3324.0,,-1210.0,,291.0,,200.0,-274.0,-335.0,,-335.0,887.275,891.286,0.26,0.26
DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2015-12-31,Q,,2015,4,2015,4,F,10-Q,201504,6,34,10,12,0000030554,3,2820,2016-02-04,2016-02-04,DE,974 Centre Road,WILMINGTON,DE,19805,3027741000,302-774-7321,974 Centre Road,WILMINGTON,DE,19805,UNITED STATES,X1,,52000,,52000,,62000,PricewaterhouseCoopers LLP,Fair,www.dupont.com,,871681000,2016-01-29,E. D. Breen,"Chairman of the Board, Chief Executive Officer and Director",Nicholas C. Fanandakis,Executive Vice President and Chief Financial Officer,L. Andreotti,Director,R. A. Brown,Director,A. M. Cutler,Director,2017-02-02,5299.0,3409.0,1890.0,,,,483.0,,1075.0,,,99.0,4868.0,431.0,82.0,,,,,,,,,,,,,,,-770.0,-852.0,-421.0,-190.0,-231.0,,,,,-231.0,-25.0,-256.0,,,-256.0,-3.0,-253.0,5.0,-258.0,-0.23,-0.03,,,-0.2582,-0.255,,-0.22,-0.03,,,-0.255,-0.2518,,-2.4029,,,-421.0,-231.0,734.0,431.0,2017-02-02,6206.0,,,4643.0,6140.0,398.0,,,,,17387.0,24130.0,14346.0,9784.0,,,688.0,,,,8392.0,,3799.0,,,1116.0,23779.0,41166.0,,3398.0,,,,5580.0,1165.0,,173.0,,,,,10316.0,7642.0,,,417.0,,,,,12591.0,20650.0,30966.0,237.0,288.0,11081.0,14510.0,,6727.0,-9396.0,,,9963.0,10200.0,41166.0,871.347,2.373,1808.0,2017-02-02,1959.0,1466.0,371.0,1837.0,-448.0,164.0,-1063.0,-239.0,,,-1586.0,106.0,2316.0,-1629.0,,4.0,-776.0,-76.0,-852.0,649.0,-1828.0,2142.0,-1.0,2141.0,-2079.0,,-2079.0,-1546.0,-339.0,-1823.0,-275.0,,-1610.0,6910.0,5300.0,,-1546.0,,303.0,,4161.0,-417.0,-336.0,,-336.0,893.992,899.527,-0.26,-0.26
DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2016-03-31,Q,,2016,1,2016,1,F,10-Q,201601,6,34,10,12,0000030554,3,2820,2016-04-26,2016-04-26,DE,974 Centre Road,WILMINGTON,DE,19805,3027741000,302-774-7321,974 Centre Road,WILMINGTON,DE,19805,UNITED STATES,X1,,,,,,,,,www.dupont.com,,873512000,2016-04-15,,,,,,,,,,,2017-04-25,7405.0,4242.0,3163.0,,,,418.0,,1128.0,,,187.0,5601.0,1804.0,92.0,,,,,,,,,,,,,,,-77.0,-169.0,1635.0,406.0,1229.0,,,,,1229.0,3.0,1232.0,,,1232.0,6.0,1226.0,,1226.0,1.4,0.0034,,,1.4103,1.4035,,1.39,0.0034,,,1.4044,1.3975,,-6.6212,,,1635.0,1229.0,2164.0,1804.0,2016-04-26,4789.0,,,6917.0,5482.0,677.0,,,,,17865.0,24270.0,14621.0,9649.0,,,689.0,,,,8327.0,,4142.0,,,1129.0,23936.0,41801.0,,2773.0,,,,4386.0,1625.0,,171.0,,,,,8955.0,8126.0,,,422.0,,,,,13700.0,22248.0,31203.0,237.0,288.0,11140.0,15400.0,,6727.0,-9951.0,,,10361.0,10598.0,41801.0,873.409,,2271.0,2017-04-25,1232.0,360.0,-238.0,122.0,,,,,,-3340.0,-3340.0,180.0,-1806.0,-357.0,,193.0,282.0,-1.0,281.0,-90.0,27.0,293.0,665.0,958.0,36.0,,36.0,-334.0,-35.0,625.0,20.0,,-1134.0,5300.0,4166.0,,-334.0,,360.0,,-1806.0,-357.0,-334.0,,-334.0,873.546,877.251,1.4,1.39
DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,2016-06-30,Q,,2016,2,2016,2,F,10-Q,201602,6,34,10,12,0000030554,3,2820,2016-07-26,2016-07-26,DE,974 Centre Road,WILMINGTON,DE,19805,3027741000,302-774-7321,974 Centre Road,WILMINGTON,DE,19805,UNITED STATES,X1,,,,,,,,,www.dupont.com,,874325000,2016-07-15,,,,,,,,,,,2017-07-25,7061.0,3990.0,3071.0,,,,432.0,,1211.0,,,-92.0,5725.0,1336.0,93.0,,,,,,,,,,,,,,,90.0,-3.0,1333.0,306.0,1027.0,,,,,1027.0,-3.0,1024.0,,,1024.0,4.0,1020.0,3.0,1017.0,1.17,-0.0034,,,1.1703,1.1657,,1.16,-0.0034,,,1.1647,1.1602,,2.8477,,,1333.0,1027.0,1675.0,1336.0,2016-07-26,5153.0,,,7656.0,4756.0,526.0,,,,,18091.0,,,9624.0,,,695.0,,,,8212.0,,4474.0,,,1170.0,24175.0,42266.0,,2244.0,,,,3675.0,2295.0,,164.0,,,,,8378.0,8119.0,,,410.0,,,,,14818.0,23347.0,31725.0,237.0,288.0,11212.0,16084.0,,6727.0,-10757.0,,,10304.0,10541.0,42266.0,874.217,,2329.0,2017-07-25,2256.0,699.0,-224.0,475.0,,,,,,-4491.0,-4491.0,300.0,-1460.0,-507.0,,212.0,174.0,-2.0,172.0,-295.0,-418.0,-38.0,1670.0,1632.0,70.0,,70.0,-669.0,-39.0,994.0,-5.0,,-889.0,5300.0,4411.0,,-669.0,,339.0,,346.0,-150.0,-335.0,,-335.0,875.013,879.179,1.16,1.16
